theme_date	name	stage	tickers
2026-08-21	Precious Metals Miners Velocity Breakout	Mainstream	{PPTA,SA,ASM,AYA,SKE,FSM,WPM}
2026-08-21	Precious Metals Royalty & Streaming Companies	Accelerating	{RGLD,OR,FNV,WPM}
2026-08-21	Private Equity & Alternative Asset Management Platforms	Mainstream	{HLNE,STEP,BX,FSK,HTGC,ARES,APO,TPG,OWL,MAIN,BAM,KKR,CG}
2026-08-21	Private Mortgage Insurance	Mainstream	{NMIH,MTG,ESNT}
2026-08-21	Programmatic Digital Advertising Platforms	Mainstream	{QNST,MGNI}
2026-08-21	Restaurant Chain Recovery	Mainstream	{BLMN,CAKE,CBRL,TXRH,JACK,WEN,EAT,SHAK,DRI,JMKE}
2026-08-21	Silver-Focused Primary Miners	Mainstream	{SVM,CDE,AG,EXK,HL}
2026-08-21	Software Development & DevOps Collaboration Platforms	Mainstream	{FROG,TEAM,GTLB}
2026-08-21	Trucking & Freight Logistics	Accelerating	{FWRD,JBHT,SNDR,XPO,KNX}
2026-08-21	U.S. Apparel & Fashion Recovery	Mainstream	{WWW,SHOO,CROX,ANF}
2026-08-21	U.S. Oil & Gas E&P Rotation	Accelerating	{HP,KNTK,VET,PTEN,OVV,CNQ,APA,BP,LNG,EOG,PR,VG,CHRD,PARR,ET,SU,DVN,YPF,EQNR,EC,COP,OKE,OXY,WES,MTDR,VIST,WDS,WHD,XOM,EQT,NOG,KGS,TRGP,CVE,CVX,CRGY,CRK,RRC,TALO,EXE,SM,AR,NESR,FANG}
2026-08-21	U.S. Regional & Mid-Cap Commercial Banks	Mainstream	{PNFP,MTB,CFG,FBP,EWBC,RF,SBCF,WSFS,WSBC,CBC,HBAN,HOPE,PNC,SSB,HWC,BOKF,FITB,UMBF,ZION,USB}
2026-08-21	Wealth Management & Retail Brokerage Platforms	Mainstream	{RJF,IVZ,SCHW,WT,SEIC,AMP,STT,SF,BNY,LPLA,NTRS,HOOD}
2026-08-24	AI Chip & Interconnect Supply Chain Enablement	Mainstream	{MRVL,AMBA,SMTC,ASML,AMAT,ENTG,MU,ACMR,AMD,NN,SKHY,SITM,NVDA,LRCX}
2026-08-24	AI-Powered Enterprise Analytics & Intelligent Workflow SaaS	Mainstream	{AMPL,APPN,MNDY,PATH,AVPT,PLTR,INTA,CRM,SAP,HUBS,NOW,FRSH,BRZE,DOCU,AI}
2026-08-24	B2B Digital Financial Infrastructure & Payment Rails Modernization	Mainstream	{JKHY,SSNC,PAY,WSE,FLYW,ALKT,RELY,NCNO,BR,ACIW,QTWO}
2026-08-24	Cinema Exhibition & Premium Large-Format Recovery	Mainstream	{IMAX,CNK}
2026-08-24	Cloud Contact Center & CCaaS Communication Platforms	Mainstream	{RNG,NICE,TWLO,FIVN,BAND}
2026-08-24	Cloud Data Storage & Analytics Infrastructure	Mainstream	{MDB,ESTC,SNOW,BLZE}
2026-08-24	Cloud Supply Chain & Warehouse Management Software	Mainstream	{MANH,SPSC}
2026-08-24	Commercial, Office & Home Furniture Retailers and Manufacturers	Mainstream	{MLKN,W,ARHS,HNI,WSM}
2026-08-24	Containerboard & Corrugated Packaging Producers	Accelerating	{PKG,IP,SW,GPK}
2026-08-24	Copper Mining & Production	Mainstream	{ERO,TECK,HBM,BHP,SCCO,FCX}
2026-08-24	Corporate Spend, Expense Management & Financial Operations Software	Mainstream	{NAVN,BILL,WEX,WK,CPAY,VERX}
2026-08-24	Cyber Exposure Management & Vulnerability Assessment	Mainstream	{QLYS,TENB,RPD}
2026-08-24	Defense Electronics & Aerospace Subsystem Suppliers	Mainstream	{ATRO,RTX,LOAR,EMBJ,ARXS,ATI}
2026-08-24	Development-Stage Gold Exploration & Project Juniors	Accelerating	{NG,AUGO,HYMC}
2026-08-24	Digital Insurance Distribution & InsurTech Platforms	Mainstream	{NP,GSHD,LIFE,PRCH}
2026-08-24	Emerging Defense & Aerospace Hardware Suppliers	Mainstream	{VELO,RCAT,VOYG,AVEX,RDW,UMAC,KTOS,LPTH,BETA,KRMN}
2026-08-24	Emerging Immunotherapy & Cell Therapy Biotech	Mainstream	{RCUS,CRVS,JBIO,JANX,IBRX,IMMX}
2026-08-24	Enterprise HR & Workforce Management SaaS	Mainstream	{ADP,PAYC,PAYX,WDAY,PCTY,ALIT}
2026-08-24	Enterprise Server, Storage & Data Infrastructure Hardware	Mainstream	{NTNX,DELL,HPE,STX,NTAP,ANET,CSCO}
2026-08-24	Enterprise Unstructured Data Storage Infrastructure	Mainstream	{QMCO,DBX,BOX}
2026-08-24	European Bank Stocks	Mainstream	{UBS,SAN,LYG,BBVA,NWG,BCS,DB,ING}
2026-08-24	Genomics & DNA Sequencing Tools	Mainstream	{GH,TXG,QGEN,TWST,NTRA,GRAL,BRKR,ILMN,WGS}
2026-08-24	Gold & Precious Metals Miners Rotation	Mainstream	{GFI,B,IAG,EGO,EQX,KGC,NEM,AEM,CGAU,AUGO,RGLD,SBSW,ARIS,HMY,AU,SSRM,FNV,HYMC}
2026-08-24	Hospital & Behavioral Health Facility Procedure Volume Recovery	Mainstream	{THC,UHS,EHC}
2026-08-24	Industrial Construction Execution & On-Site Supply Chain	Mainstream	{DNOW,TPC,TTEK,J,FLR,KBR}
2026-08-24	Industrial Equipment & Flow Control – Capex Cycle Recovery	Mainstream	{IEX,FLS,LECO,ITT,PH,EMR,DCI,VLTO}
2026-08-24	Inflammatory Disease & Immunology Biologics	Mainstream	{ZBIO,PHVS,AUPH,ORKA,VERA,IMVT,CLDX,APGE,CLYM,AVTX,DNTH}
2026-08-24	Insurance Brokerage & Distribution Services	Mainstream	{BRO,AJG,WTW,BWIN,RYAN}
2026-08-24	IT Consulting & Business Process Outsourcing Services	Mainstream	{EXLS,CTSH,IT,ACN}
2026-08-24	Latin American Silver & Gold Mining Operators	Accelerating	{AG,AGI,PAAS,FSM,BVN}
2026-08-24	Life Sciences & Healthcare Data/CRM Platforms	Mainstream	{TEM,DOCS,VEEV}
2026-08-24	Life Science Tools & Analytical Instruments	Mainstream	{CRL,A,WAT,RVTY,TECH,RGEN,MTD,TMO,AVTR,DHR}
2026-08-24	Medical Device Mean-Reversion & Rotation Recovery	Mainstream	{GEHC,HAE,MMSI,INSP,GKOS,AORT,EW,AXGN,ZBH,COO,NVCR,CNMD,MDT,RMD,SOLV,BAX,ABT,BDX}
2026-08-24	Mobile App Platform & Advertising Monetization	Mainstream	{BSP,APPS}
2026-08-24	Network Security & Zero-Trust Edge	Mainstream	{OKTA,VRNS,GEN,CRWD,NET,S,NTSK,FFIV,GRRR,PANW,RBRK,SAIL,ZS,CVLT,FTNT}
2026-08-24	Office REIT Recovery & Re-Rating	Accelerating	{HIW,BXP,SLG,CDP}
2026-08-24	Peptide & Hormone Therapies for Metabolic & Endocrine Disorders	Mainstream	{CORT,CRNX,PTGX,MBX,XERS}
2026-08-24	Precious Metals Royalty & Streaming Companies	Accelerating	{RGLD,WPM,FNV,OR}
2026-08-24	Private Equity & Alternative Asset Management Platforms	Mainstream	{MAIN,HLNE,BAM,CG,APO,BX,ARES,FSK,HTGC,KKR,STEP,TPG,OWL}
2026-08-24	Private Mortgage Insurance	Mainstream	{NMIH,MTG,ESNT}
2026-08-24	Programmatic Digital Advertising Platforms	Mainstream	{QNST,MGNI}
2026-08-24	Property & Casualty Insurance Underwriters	Mainstream	{EG,ALL,TRV,THG,HCI,SKWD,AFG,RLI,SLDE}
2026-08-24	Restaurant Chain Recovery	Mainstream	{TXRH,DRI,EAT,SHAK,BLMN,JACK,CAKE,CBRL,WEN,JMKE}
2026-08-24	Silver-Focused Primary Miners	Mainstream	{AG,HL,EXK,SVM,CDE}
2026-08-24	Software Development & DevOps Collaboration Platforms	Mainstream	{GTLB,TEAM,FROG}
2026-08-24	U.S. Apparel & Fashion Recovery	Mainstream	{CROX,SHOO,WWW,ANF}
2026-08-24	U.S. Oil & Gas E&P Rotation	Accelerating	{RRC,WDS,AR,CNQ,CHRD,TALO,PARR,CVE,COP,EQNR,EXE,MTDR,XOM,VET,YPF,EOG,SU,OVV,OXY,WHD,NESR,KGS,CRK,HP,PTEN,SM,DVN,PR,EC,FANG,VG,CVX,BP,VIST,EQT,NOG,LNG,CRGY,APA}
2026-08-24	U.S. Regional & Mid-Cap Commercial Banks	Mainstream	{EWBC,WSBC,CFG,PNC,PNFP,BOKF,HOPE,ZION,HBAN,FBP,UMBF,HWC,WSFS,FITB,MTB,SSB,SBCF,RF,USB,CBC}
2026-08-24	Wealth Management & Retail Brokerage Platforms	Mainstream	{RJF,BNY,AMP,HOOD,LPLA,WT,STT,SCHW,NTRS,IVZ,SF,SEIC}
